"dzim","vcgr","Svars","c3_izglit","c4_Vec_izglit","c5_1_Pers_kopa","c5_2_Pers_virs15","c6_majs_veids","c7_Ekon_akt","C8_Nodarb_statuss","c9_prof_kods_1st_dig","c10_talrunis","c11_rekinu_apmaksa","c12_dzivo_pilseta","c13_prior_tranps","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","d2_11","d2_12","d3_1","d3_2","d3_3","d3_4","d4","pilseta"
"2","2",35.50,"1",30.00,5.00,3.00,"3","1","1","3","1, 2","2","1","1, 6","2","2","3","2","2","1","1","1","1","2","2","2","1","4","4","4","9","2","2","2","4","4","2","2","1","3","1","1","10, 8","DAU"
"2","3",253.33,"3",20.00,1.00,1.00,"1","3",,,"1, 2","3","1","4, 6","2","3","9","9","2","2","2","1","9","2","1","1","1","3","2","2","1","2","2","2","3","2","1","1",,"2","2","2","8","DAU"
"2","2",28.99,"1",40.00,3.00,2.00,"3","1","1","5","1","3","1","1, 4","2","2","2","2","2","2","2","2","2","9","2","1","2","3","1","1","9","2","1","1","9","3","1","2","2","2","2","1","5, 6, 8","DAU"
"2","2",86.97,"1",30.00,4.00,4.00,"4","1","1","3","1","3","2","1, 4","2","2","1","1","2","3","2","2","2","1","2","1","1","3","2","9","2","9","1","1","2","2","2","2","2","2","2","2","10, 5, 8","DAU"
"2","1",29.46,"2",20.00,5.00,1.00,"4","1","1","9","1","2","3","1, 4","2","2","9","9","2","2","9","1","2","1","1","2","1","3","9","9","1","9","2","1","4","1","1","1","2","2","2","1","6, 8","DAU"
"2","2",146.56,"1",40.00,2.00,2.00,"2","1","1","8","1","3","1","1, 6","1","4","1","1","2","2","1","2","1","2","2","2","2","4","1","3","3","3","2","2","1","2","1","3","1","2","1","1","5, 6, 8","DAU"
"2","2",114.60,"2",20.00,1.00,1.00,"1","1","1","1","1","3","2","1, 6","2","2","2","1","3","2","2","1","9","2","2","3","1","4","9","9","9","2","2","1","3","3","2","9","1","1","2","2","8, 10","DAU"
"1","2",84.21,"3",20.00,4.00,4.00,"4","1","1","8","1","3","2","1, 6","2","3","2","2","3","2","2","2","2","1","1","3","1","4","9","9","3","3","2","1","9","3","3","4","2","2","3","2","10, 5, 8","DAU"
"1","2",284.42,"2",20.00,2.00,2.00,"2","1","1","7","1","3","1","1, 4","2","2","9","2","3","2","2","2","9","2","2","2","2","4","9","9","9","4","2","1","9","9","2","4","2","2","2","2","5, 8, 10","DAU"
"2","3",56.64,"4",20.00,2.00,2.00,"2","3",,,"1, 2","3","2","1, 4","1","3","1","1","3","2","2","1","9","1","1","2","1","4","1","3","2","1","1","1","2","3","1","1",,"3","1","1","5, 8, 9","DAU"
"2","2",28.99,"1",20.00,4.00,2.00,"3","1","2","1","1","2","1","1, 6","1","4","1","1","2","2","1","1","1","2","2","2","2","2","2","2","9","3","2","1","4","9","1","9","1","2","1","1","5, 8","DAU"
"1","3",22.23,"3",20.00,1.00,1.00,"1","3",,,"1, 2","2","2","1, 4","1","2","9","9","2","1","1","1","9","2","2","2","2","4","9","9","2","2","3","2","9","2","2","2",,"2","2","2","8","DAU"
"2","3",356.02,"1",20.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","2","3","2","1","2","3","2","2","9","2","9","2","2","3","4","4","2","2","2","2","9","2","2","9",,"4","2","2","5, 6","DAU"
"2","2",33.47,"6",20.00,2.00,2.00,"2","2",,,"1","3","1","4, 6","2","2","2","2","2","2","2","2","2","2","2","2","2","4","9","9","3","2","2","2","2","2","2","2",,"3","3","2","6, 8","DAU"
"2","3",63.33,"2",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","2","2","9","9","2","2","1","2","9","2","3","1","2","4","9","9","4","2","1","1","9","9","1","9",,"4","2","2","5, 9, 10","DAU"
"2","3",40.05,"1",20.00,2.00,2.00,"2","1","1","2","1","3","2","1, 4","1","3","1","1","2","2","2","2","1","1","1","2","1","4","9","9","3","2","2","1","2","1","1","2","1","3","1","1","5, 6, 10","DAU"
"2","2",20.50,"4",20.00,2.00,2.00,"4","2",,,"1","3","1","4, 6","2","3","3","2","4","2","3","2","2","4","4","3","2","4","2","9","2","3","4","4","9","3","4","4",,"2","1","1","3, 6, 8","DAU"
"2","3",28.32,"2",40.00,1.00,1.00,"1","3",,,"1","1","2","4, 6","1","2","9","9","2","2","2","2","2","2","2","2","2","4","2","9","9","2","3","2","9","3","3","2",,"4","2","2","8","DAU"
"2","2",216.95,"2",20.00,3.00,3.00,"3","1","1","5","1","3","2","4, 6","2","2","3","2","2","2","2","2","9","9","2","2","2","4","3","3","4","9","2","2","9","3","3","4","2","3","2","2","5, 7, 8","DAU"
"2","3",412.39,"2",30.00,1.00,1.00,"1","3",,,"1","3","2","1, 6","2","4","9","2","3","3","3","1","2","2","2","2","2","3","9","9","2","9","3","2","9","3","2","2",,"4","2","2","5, 8, 10","DAU"
"1","2",54.36,"5",20.00,2.00,2.00,"2","1","1","3","1, 2","3","2","1, 6","9","3","3","2","3","2","2","2","2","2","2","3","3","3","2","2","2","2","2","1","3","9","2","4","3","4","3","2","10, 5, 8","DAU"
"2","2",262.53,"3",20.00,1.00,1.00,"1","2",,,"1","3","1","4, 6","2","3","9","2","2","2","2","2","9","2","2","2","2","4","9","9","3","3","3","2","2","3","3","2",,"4","3","1","5, 6, 8","DAU"
"2","3",14.16,"4",20.00,1.00,1.00,"1","3",,,"1","2","9","1, 6","4","4","9","3","3","3","3","2","9","3","3","3","4","4","4","4","4","4","4","3","9","4","4","4",,"4","3","3","5, 6, 8, 10","DAU"
"2","2",36.67,"4",20.00,4.00,4.00,"4","3",,,"1","2","2","4, 6","2","3","9","9","3","2","9","2","9","2","2","2","1","4","9","9","9","2","2","1","2","2","2","9",,"4","2","2","5, 8, 10","DAU"
"1","1",32.70,"4",20.00,4.00,1.00,"4","1","1","5","1","3","1","1, 6","2","2","2","2","3","3","3","1","2","1","1","3","2","3","2","3","2","2","1","1","3","2","2","3","2","2","2","1","10, 5, 8","DAU"
"2","2",30.90,"4",20.00,5.00,5.00,"4","1","1","7","1","3","1","4, 5","2","2","2","2","2","2","2","2","2","2","2","2","1","3","2","9","2","2","2","2","2","3","2","2","1","3","2","2","5, 6, 8","DAU"
"2","3",25.33,"1",30.00,2.00,2.00,"4","3",,,"1","3","1","4, 6","1","2","2","1","4","1","1","1","1","1","1","1","1","4","9","9","9","9","4","2","9","3","1","1",,"3","2","2","8","DAU"
"2","1",79.05,"4",20.00,3.00,3.00,"4","4",,,"1","3","1","4, 6","1","2","9","9","2","2","2","1","2","2","2","2","2","4","9","9","1","2","2","1","9","1","1","3",,"2","2","1","5, 8, 10","DAU"
"1","2",94.15,"2",20.00,4.00,4.00,"4","1","1","9","1","3","2","5, 6","9","2","9","9","2","2","2","1","9","2","1","2","1","4","9","9","3","9","3","1","9","1","1","9","2","3","2","1","5, 8","DAU"
"2","2",35.50,"4",20.00,3.00,3.00,"3","1","1","3","1","3","1","1, 6","2","2","1","1","2","1","1","1","1","1","1","1","1","4","3","3","2","1","3","2","2","3","2","2","1","1","1","1","5, 6, 8","DAU"
"1","1",1826.83,"3",20.00,5.00,2.00,"3","1","1","3","1","2","3","5, 6","2","2","2","2","3","3","2","1","1","2","2","2","2","4","3","9","1","1","1","1","2","4","2","4","2","2","1","1","8, 9","DAU"
"1","2",66.57,"4",20.00,3.00,2.00,"4","2",,,"1","2","1","1, 6","2","2","9","2","3","2","2","1","2","2","2","2","2","4","2","3","9","9","2","2","2","4","3","9",,"4","1","1","5, 8","DAU"
"2","2",35.50,"6",10.00,5.00,3.00,"3","4",,,"1","2","1","1, 6","2","2","9","3","2","2","2","2","2","2","2","2","2","4","9","9","3","2","2","2","3","3","3","3",,"3","2","2","6, 8, 9","DAU"
"2","2",134.60,"3",20.00,3.00,2.00,"3","1","1","7","1","2","2","4, 6","2","4","3","2","4","2","2","2","4","2","2","2","2","4","9","9","4","9","3","4","4","3","3","4","2","4","2","2","5, 7, 8, 10","DAU"
"2","3",40.05,"3",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 4","1","2","9","9","3","1","1","2","1","1","1","2","2","4","1","1","2","2","2","1","9","3","2","2",,"2","1","1","8, 9, 10","DAU"
"2","3",298.40,"5",20.00,1.00,1.00,"1","2",,,"1","2","1","4, 6","1","2","9","9","2","2","2","2","9","1","1","1","1","9","9","9","9","2","2","2","9","2","2","2",,"2","2","2","5","DAU"
"2","2",30.56,"4",20.00,2.00,2.00,"4","1","2","5","1","2","1","1, 4","3","3","2","2","4","2","2","2","2","1","1","1","1","4","2","9","4","4","1","2","1","2","3","4","2","3","2","2","10, 5, 6, 7","DAU"
"2","2",41.00,"4",20.00,2.00,2.00,"4","2",,,"1","3","1","4, 6","1","2","1","1","3","2","1","1","1","1","2","1","1","4","9","9","4","1","2","3","9","2","2","2",,"3","2","1","10, 6, 8","DAU"
"2","2",144.95,"1",50.00,1.00,1.00,"1","1","1","3","1","2","1","1, 7","3","4","9","3","4","3","3","2","2","3","2","3","4","4","9","9","4","4","3","3","4","4","4","4","1","4","2","2","5, 8","DAU"
"2","2",35.50,"3",30.00,3.00,3.00,"4","4",,,"1","3","1","4, 6","2","2","2","2","3","1","1","1","1","1","1","1","1","4","2","9","2","1","1","1","2","1","1","1",,"3","3","2","6, 8, 10","DAU"
"2","2",3.64,"1",20.00,4.00,1.00,"3","1","1","2","1","3","1","1, 6","1","2","2","1","3","2","1","1","1","1","1","2","1","2","2","9","1","2","2","1","9","2","1","1","1","2","2","1","5, 10","JEK"
"2","1",105.41,"3",20.00,5.00,4.00,"4","4",,,"1, 2","3","1","1, 6","2","2","2","2","3","3","2","2","2","2","2","3","3","3","9","9","2","2","2","2","2","3","3","3",,"2","2","2","5, 6, 8","DAU"
"2","2",8.91,"1",20.00,2.00,2.00,"2","1","1","1","1","3","2","1, 6","4","1","9","1","4","4","3","1","9","1","1","4","1","4","4","4","9","4","4","4","4","4","4","4","1","2","1","1","8, 10","JEK"
"2","2",158.79,"1",40.00,2.00,2.00,"2","1","1","2","1, 2","3","1","1, 4","1","4","1","1","1","1","1","2","1","1","1","1","1","4","2","3","4","1","4","4","3","9","2","4","1","4","1","1","1, 5, 6, 8, 9","DAU"
"2","2",30.56,"4",30.00,4.00,2.00,"3","2",,,"1","2","1","1, 4","2","3","9","1","2","2","2","1","1","2","2","2","3","4","9","9","4","2","4","4","9","4","4","4",,"4","2","2","5, 6, 8","DAU"
"2","2",157.83,"3",20.00,2.00,2.00,"2","4",,,"1","3","2","5, 6","4","2","1","2","3","2","1","1","9","1","1","1","1","4","4","9","2","9","3","2","2","1","1","9",,"3","2","1","4, 10","JEK"
"2","3",209.21,"4",20.00,3.00,3.00,"4","3",,,"1, 2","2","2","4, 6","2","4","9","2","3","2","2","1","9","2","2","2","1","4","2","9","9","1","1","1","9","3","2","1",,"3","1","1","2, 3, 5, 8","DAU"
"2","2",151.91,"5",20.00,2.00,2.00,"2","2",,,"1","2","1","4, 6","3","3","3","3","2","2","2","2","2","3","3","2","3","4","3","3","3","3","3","3","3","3","3","3",,"3","3","3","99","JEK"
"1","3",172.20,"4",20.00,2.00,2.00,"2","3",,,"1","3","1","4, 6","1","1","9","9","2","2","2","2","9","2","2","2","2","4","1","3","9","3","1","1","9","3","1","3",,"3","1","1","8, 9, 10","DAU"
"2","3",254.91,"4",20.00,1.00,1.00,"1","3",,,"1","2","2","4, 6","2","2","9","9","3","2","2","2","9","2","2","2","2","4","9","9","9","2","4","4","9","4","4","3",,"3","3","3","5, 8","DAU"
"2","3",28.32,"5",20.00,2.00,2.00,"4","3",,,"1","2","2","8","9","3","9","9","3","9","2","3","9","1","1","2","2","9","9","9","9","9","9","9","9","4","3","9",,"4","3","2","99","DAU"
"1","3",11.07,"2",40.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","9","3","9","9","3","1","1","1","9","2","2","3","1","3","9","9","9","9","2","2","9","2","2","2",,"3","2","2","10","JEK"
"2","2",38.65,"3",20.00,5.00,4.00,"4","1","2","5","1","3","1","1, 4","4","2","3","1","4","2","2","2","2","3","2","3","1","4","3","9","2","3","4","2","3","3","2","3","3","3","3","2","10, 6, 8","DAU"
"1","2",509.22,"4",20.00,5.00,2.00,"3","1","1","6","1","3","2","1, 4","1","2","2","2","2","2","2","1","2","2","2","2","1","4","2","9","2","3","1","1","2","2","2","9","1","2","1","1","99","DAU"
"1","2",53.26,"2",20.00,2.00,2.00,"4","4",,,"1","2","2","4, 6","2","3","2","2","2","2","1","1","9","2","2","1","2","4","9","9","2","2","2","2","2","2","1","2",,"3","2","2","5, 8","DAU"
"2","2",633.19,"3",20.00,3.00,3.00,"4","2",,,"1","2","2","1, 6","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","2","9","2","2","2","2","3","3","3",,"3","3","2","10, 6, 8","DAU"
"1","3",20.96,"1",20.00,1.00,1.00,"1","3",,,"1","2","1","1, 6","9","4","3","2","4","9","9","2","9","4","4","3","1","4","9","9","4","3","2","1","9","1","1","2",,"3","2","2","5, 6, 8","DAU"
"2","2",220.79,"1",40.00,3.00,3.00,"3","1","1","2","1","1","1","4, 6","1","4","9","1","2","2","1","1","2","1","1","2","4","4","2","9","9","3","2","2","4","4","3","4","3","3","2","1","5, 6, 8","DAU"
"2","2",7.04,"3",20.00,2.00,2.00,"2","1","1","1","1, 2","3","2","1, 4","2","2","3","2","4","3","2","2","2","3","2","2","2","4","9","9","3","4","3","3","9","3","2","9","2","4","3","2","1, 2, 10","JEK"
"2","3",270.19,"2",20.00,1.00,1.00,"1","3",,,"1, 2","3","2","4, 6","1","2","9","2","2","1","1","1","9","1","1","1","1","9","9","9","9","1","2","2","9","2","2","2",,"2","2","2","5, 8","DAU"
"1","2",51.84,"1",50.00,2.00,2.00,"2","1","1","1","1","3","2","1, 6","9","4","2","2","2","2","2","2","9","2","2","2","2","4","2","9","9","9","2","1","1","3","2","2","2","3","3","9","5, 6, 8","JEK"
"2","1",131.76,"1",20.00,5.00,5.00,"4","1","1","2","1","2","1","1, 6","2","4","2","2","3","2","2","1","1","1","1","1","1","4","2","2","4","3","3","2","2","4","4","2","1","2","1","1","5, 8","DAU"
"2","1",13.74,"4",20.00,4.00,4.00,"4","4",,,"1","3","1","4, 6","2","2","2","2","2","2","2","1","2","2","2","2","2","3","1","3","2","9","2","2","9","9","2","9",,"3","2","2","5, 6, 8","JEK"
"1","3",402.63,"5",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","2","9","9","1","1","1","1","9","2","2","1","1","4","9","9","9","9","9","1","9","9","9","2",,"3","2","1","8","DAU"
"1","2",55.55,"5",20.00,3.00,2.00,"3","1","1","7","1","2","3","1, 4","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","3","2","2","1, 4, 6","JEK"
"1","2",91.16,"3",20.00,1.00,1.00,"1","2",,,"1","2","2","1, 6","2","1","1","1","3","1","1","1","1","1","1","1","2","3","2","9","2","9","3","3","2","4","2","9",,"3","2","1","8, 10","DAU"
"2","2",12.60,"3",20.00,2.00,2.00,"2","1","1","9","1, 2","3","2","6, 7","1","1","1","1","2","2","1","1","1","1","1","2","2","9","9","9","9","9","1","1","9","2","1","1","2","2","2","1","10","JEK"
"2","3",83.23,"4",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","2","2","9","2","2","1","2","1","2","2","1","1","1","4","9","9","2","2","2","1","1","2","2","2",,"2","2","2","4, 8","JEK"
"1","2",170.71,"3",20.00,1.00,1.00,"1","4",,,"1","3","2","5, 6","9","9","9","2","2","2","3","1","9","2","2","3","1","4","9","9","2","3","2","2","1","3","3","9",,"3","1","2","2, 5, 6","JEK"
"1","2",66.57,"1",20.00,2.00,2.00,"2","1","1","7","1, 2","3","1","1, 6","2","3","9","2","3","2","2","1","2","2","2","2","1","4","1","4","9","4","3","2","4","3","2","4","1","1","1","1","5, 6, 8","DAU"
"2","1",105.41,"1",20.00,5.00,4.00,"4","1","1","2","1","3","1","1, 4","4","3","2","3","4","2","2","3","2","2","2","3","3","4","3","3","3","3","2","2","1","2","2","3","1","3","2","1","4, 5, 8","DAU"
"2","2",39.87,"2",20.00,3.00,3.00,"4","2",,,"1","2","1","1, 4","2","1","1","1","2","1","1","1","1","1","1","1","1","4","9","9","1","1","1","1","9","1","1","1",,"2","1","1","9, 10","JEK"
"2","2",30.75,"1",30.00,4.00,3.00,"3","1","1","1","1","2","2","1, 6","2","4","2","2","4","1","1","1","2","2","2","1","3","4","9","9","2","3","2","2","9","4","2","3","1","4","2","1","5, 6, 8","DAU"
"2","2",28.99,"4",20.00,3.00,2.00,"4","1","1","5","1","3","2","1, 4","2","3","3","2","3","2","2","2","2","3","3","3","2","3","2","2","3","4","1","1","9","2","2","4","1","3","2","2","2, 5, 6","DAU"
"1","3",244.43,"1",30.00,4.00,4.00,"4","3",,,"2","1","1","4, 6","1","2","9","9","1","1","1","1","9","2","2","2","1","4","9","9","9","2","2","1","9","3","2","9",,"3","2","2","6, 8","DAU"
"2","2",13.37,"4",20.00,4.00,3.00,"3","1","1","3","1","3","1","1, 6","2","3","2","3","3","3","3","2","2","2","2","2","2","4","9","9","2","3","3","2","9","3","2","3","1","2","2","1","1, 5, 6","JEK"
"2","3",17.09,"4",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","2","2","2","4","2","2","3","1","1","1","1","1","4","9","9","2","3","3","2","2","3","3","2",,"3","2","2","1, 6, 9","JEK"
"1","3",334.21,"2",20.00,3.00,3.00,"3","3",,,"1","3","2","1, 6","2","2","2","2","3","2","2","1","2","2","2","2","1","9","9","9","9","9","2","2","2","2","2","2",,"2","2","2","5, 8, 9","DAU"
"2","3",12.09,"3",20.00,1.00,1.00,"1","3",,,"1","3","1","4, 6","3","4","2","2","3","2","2","2","1","2","2","2","2","4","9","9","2","4","3","3","9","4","4","4",,"2","2","2","1, 5, 8","JEK"
"2","2",144.49,"3",20.00,3.00,3.00,"4","3",,,"1, 2","1","1","1, 4","1","4","3","2","3","3","2","2","2","2","3","2","3","4","3","9","3","3","3","3","3","2","2","3",,"3","2","2","10, 5, 8","DAU"
"1","2",41.25,"4",20.00,1.00,1.00,"1","2",,,"1","3","1","1, 6","2","2","9","9","3","2","2","1","9","1","1","1","1","3","9","9","9","9","1","1","3","9","9","3",,"2","3","1","6, 8, 10","JEK"
"2","2",7.28,"3",20.00,2.00,2.00,"2","1","1","5","1","3","1","1, 6","2","3","2","2","3","4","2","1","2","2","2","2","1","3","2","3","2","2","2","2","2","2","2","3","2","3","3","1","5, 6, 7","JEK"
"2","1",18.46,"4",20.00,5.00,2.00,"3","4",,,"1","3","1","1, 6","2","2","2","2","3","2","2","1","2","2","2","2","2","2","9","9","9","2","2","2","9","3","2","2",,"2","2","2","10","JEK"
"2","1",81.02,"1",20.00,3.00,1.00,"3","4",,,"1","3","1","1, 6","2","1","1","1","3","2","2","2","2","3","2","3","2","4","2","2","2","2","2","2","2","4","2","4",,"3","2","2","1, 8, 10","DAU"
"2","2",106.52,"1",20.00,4.00,3.00,"3","1","1","2","1","2","1","1, 4","1","3","1","1","3","2","2","1","2","2","2","2","2","4","1","1","3","2","2","2","4","2","1","2","1","3","2","2","5, 8","DAU"
"1","2",17.14,"4",20.00,2.00,2.00,"2","1","1","3","1","3","1","1, 6","2","9","3","2","2","2","2","1","2","1","1","2","2","4","3","9","9","9","2","2","9","2","1","3","2","3","2","2","5, 7, 8","JEK"
"2","3",208.13,"1",20.00,1.00,1.00,"1","3",,,"1, 2","3","2","4, 6","2","2","9","1","1","1","1","1","2","2","2","1","1","9","1","9","2","2","1","1","9","9","1","1",,"3","2","1","5, 6, 8","DAU"
"1","2",77.13,"2",20.00,1.00,1.00,"1","3",,,"1","3","1","5, 6","9","9","2","2","2","2","1","1","9","2","2","2","1","4","9","9","2","2","1","1","2","2","2","2",,"3","2","2","4, 5, 8","JEK"
"1","3",9.58,"4",40.00,1.00,1.00,"1","3",,,"1, 2","2","2","1, 4","4","4","9","9","4","3","2","4","9","4","3","4","1","4","9","9","9","4","3","2","9","3","2","4",,"3","2","2","5, 10","JEK"
"2","3",56.64,"4",20.00,2.00,2.00,"2","3",,,"1","3","1","4, 6","2","2","3","2","2","3","2","2","2","9","1","1","1","9","9","9","2","9","3","3","9","3","3","2",,"3","2","2","8","DAU"
"2","2",20.50,"2",20.00,1.00,1.00,"1","1","1","3","1","3","1","4, 6","2","2","2","3","4","2","2","2","2","2","3","2","3","4","3","3","4","4","2","1","1","4","2","4","3","3","4","1","6, 8, 9","DAU"
"2","3",157.69,"1",30.00,1.00,1.00,"1","3",,,"2","9","9","8","9","4","9","9","3","3","9","2","9","2","2","9","2","4","9","9","4","3","4","3","9","4","3","3",,"3","3","2","99","DAU"
"2","3",12.09,"4",20.00,1.00,1.00,"1","3",,,"1","1","1","4, 6","1","2","9","9","3","3","2","4","9","1","1","2","1","4","9","9","4","9","4","3","9","3","3","3",,"4","4","2","1, 5, 6","JEK"
"2","3",271.67,"5",20.00,1.00,1.00,"1","3",,,"1","2","2","4, 6","2","2","9","2","2","2","2","1","9","1","2","2","1","4","3","3","2","2","2","2","3","2","2","2",,"4","2","2","8, 10","DAU"
"2","2",63.13,"1",50.00,2.00,2.00,"2","4",,,"1","2","1","1, 6","3","2","9","2","2","2","2","2","2","2","2","2","1","4","9","9","4","1","2","2","9","9","2","2",,"4","2","1","8, 9","JEK"
"2","1",11.52,"1",20.00,3.00,3.00,"3","1","1","4","1","3","1","1, 4","1","2","9","2","3","2","3","1","1","3","3","3","3","4","2","2","9","2","2","2","9","2","2","2","1","2","2","3","5, 8, 10","JEK"
"2","3",12.09,"4",20.00,2.00,2.00,"2","3",,,"1, 2","3","2","1, 6","2","3","2","1","4","4","2","2","2","3","2","2","2","4","9","9","9","2","9","2","9","2","1","9",,"3","2","1","2, 5, 10","JEK"
"2","3",62.82,"4",20.00,3.00,3.00,"4","3",,,"1","3","1","1, 6","9","9","9","9","2","1","1","1","9","9","2","2","2","9","9","9","9","2","2","1","3","4","2","2",,"3","2","2","99","JEK"
"2","2",5.63,"4",20.00,2.00,2.00,"4","3",,,"1","1","1","4, 6","2","3","9","2","3","3","2","1","9","2","2","2","1","4","4","4","4","4","3","2","9","4","1","9",,"4","2","1","5, 8, 10","JEK"
"2","3",117.28,"3",20.00,2.00,2.00,"2","3",,,"1, 2","3","2","1, 6","2","2","9","2","3","2","2","1","9","2","2","2","1","3","3","9","9","9","2","4","9","1","4","2",,"3","2","3","10, 5, 8","JEK"
"1","3",164.87,"6",10.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","2","9","1","2","1","1","1","9","1","1","2","1","2","9","9","9","2","9","9","9","2","2","9",,"2","1","1","8","DAU"
"2","2",89.76,"4",20.00,1.00,1.00,"1","1","1","5","1","2","1","1, 6","9","2","4","2","4","2","2","2","9","2","2","2","1","3","9","9","9","4","3","2","2","9","9","2","1","2","2","2","1, 5, 10","JEK"
"2","1",11.52,"1",20.00,3.00,3.00,"4","1","1",,"1, 2","3","1","4, 6","2","2","1","2","3","3","2","2","2","2","2","3","2","3","2","9","4","2","2","1","3","2","2","2","1","3","1","2","8, 9, 10","JEK"
"2","2",10.92,"2",20.00,3.00,3.00,"4","2",,,"1","3","1","1, 4","2","2","2","2","3","3","3","2","3","2","2","2","2","4","9","9","3","3","3","1","9","3","1","9",,"3","3","3","2, 8, 10","JEK"
"2","2",5.63,"2",20.00,5.00,2.00,"3","1","2","2","1, 2","3","1","1, 6","2","3","2","2","3","2","1","1","2","2","2","2","2","9","2","2","2","2","2","2","2","2","2","2","1","2","2","1","5, 10","JEK"
"2","3",18.88,"4",20.00,1.00,1.00,"1","3",,,"2","1","2","1, 6","9","9","9","9","3","2","2","1","9","2","2","2","2","4","9","9","9","3","2","2","9","4","2","9",,"3","3","1","6","DAU"
"2","3",169.94,"3",20.00,3.00,2.00,"4","3",,,"1","2","2","1, 4","1","4","9","4","3","2","2","2","2","4","4","2","2","4","3","9","2","3","3","3","3","9","2","3",,"4","3","3","6, 8, 9","DAU"
"2","3",198.04,"2",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","1","9","9","3","9","9","1","9","1","1","2","1","4","4","4","3","1","1","1","2","1","1","1",,"3","1","1","8, 9","DAU"
"2","2",18.91,"1",20.00,3.00,3.00,"4","1","1","2","1, 2","2","2","4, 5","3","2","2","2","3","3","3","2","2","3","3","3","2","4","2","9","9","3","2","1","4","2","1","3","2","2","2","1","2, 4, 5","JEK"
"2","2",3.64,"1",30.00,1.00,1.00,"2","1","1","1","1","3","1","1, 6","2","2","2","2","4","3","3","1","2","2","2","3","2","4","9","9","9","9","3","2","9","4","2","2","1","4","2","1","5, 6, 10","JEK"
"2","2",10.92,"2",20.00,3.00,3.00,"4","4",,,"1, 2","3","2","1, 6","2","2","2","2","2","3","2","1","2","1","2","2","2","4","3","3","2","3","2","2","3","9","2","2",,"3","3","3","10, 7, 8","JEK"
