"dzim","vcgr","Svars","c3_izglit","c4_Vec_izglit","c5_1_Pers_kopa","c5_2_Pers_virs15","c6_majs_veids","c7_Ekon_akt","C8_Nodarb_statuss","c9_prof_kods_1st_dig","c10_talrunis","c11_rekinu_apmaksa","c12_dzivo_pilseta","c13_prior_tranps","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","d2_11","d2_12","d3_1","d3_2","d3_3","d3_4","d4","pilseta"
"2","1",412.53,"1",20.00,4.00,2.00,"3","1","1","3","1","3","1","1, 6","1","1","1","2","3","2","3","1","1","1","1","2","2","9","1","9","4","2","1","1","2","4","3","2","1","2","1","1","7, 9, 10","JUR"
"2","1",58.34,"3",20.00,5.00,4.00,"4","1","1","7","1, 2","3","1","1, 6","2","3","2","2","4","3","1","2","2","2","2","3","2","2","3","9","4","3","3","2","9","3","2","9","2","2","1","1","1, 5, 9","JUR"
"1","2",80.64,"1",20.00,5.00,5.00,"4","1","1","1","1","2","3","1, 6","2","2","1","1","2","1","1","1","1","1","1","1","1","9","2","2","9","9","3","3","2","3","2","9","1","2","1","1","8, 10","JUR"
"2","2",29.42,"1",20.00,4.00,3.00,"3","1","2","3","1","2","3","1, 4","2","2","1","1","2","2","1","2","2","2","1","2","1","2","9","9","4","3","2","2","1","2","2","2","1","2","2","2","4, 6, 10","JEL"
"2","2",41.92,"2",20.00,2.00,2.00,"2","1","1","2","1","3","1","1, 4","2","3","9","2","2","2","1","2","9","2","3","2","3","4","3","1","3","3","3","3","3","3","2","3","2","3","2","2","2, 3, 5","JUR"
"1","2",309.13,"1",30.00,4.00,3.00,"3","1","2","1","1","3","2","1, 4","2","2","1","1","2","1","1","1","1","1","1","2","1","3","1","1","3","3","1","1","3","2","1","2","1","2","1","1","10","JUR"
"1","2",72.86,"1",50.00,2.00,2.00,"2","1","1","2","1, 2","3","1","1, 6","9","2","1","1","2","2","2","1","1","1","1","2","1","4","1","9","3","2","2","1","2","2","1","9","1","2","2","1","8, 10","JUR"
"2","2",24.02,"3",20.00,2.00,2.00,"2","2",,,"1","2","2","1, 5","9","2","1","1","1","1","1","1","1","2","1","1","1","4","9","9","4","9","1","1","1","2","1","1",,"3","2","1","8","JEL"
"2","3",17.51,"4",20.00,1.00,1.00,"1","3",,,"2","3","2","1, 4","2","2","9","9","9","2","2","1","9","1","1","1","1","9","9","9","9","2","2","1","9","9","2","2",,"1","2","1","99","JUR"
"2","2",99.42,"2",20.00,4.00,3.00,"3","1","1","9","1","3","1","4, 6","4","4","2","2","4","2","2","1","2","1","1","1","1","4","3","3","2","1","4","2","3","4","2","1","1","2","1","1","1, 10, 8","JUR"
"1","3",208.51,"5",20.00,1.00,1.00,"1","4",,,"3","2","2","4, 6","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",,"3","2","2","99","JUR"
"1","2",51.52,"2",20.00,2.00,2.00,"2","2",,,"1","3","3","1, 6","2","2","1","1","3","1","1","2","9","1","1","2","1","4","1","1","3","9","1","1","2","2","2","2",,"2","2","1","8","JUR"
"1","1",90.72,"4",20.00,4.00,4.00,"4","1","1","5","1","2","1","5, 6","2","2","2","2","3","2","2","2","2","1","2","2","2","4","2","2","3","2","2","2","2","2","2","2","2","3","2","2","8, 9, 10","JUR"
"1","2",18.21,"2",20.00,1.00,1.00,"1","4",,,"1","1","1","4, 6","2","2","2","1","3","2","2","2","2","1","2","2","2","3","2","2","3","9","1","1","1","4","2","9",,"3","3","1","6, 8, 10","JUR"
"1","2",68.66,"3",20.00,5.00,5.00,"4","1","1","3","1","3","1","1, 6","9","2","1","1","1","1","1","1","1","1","1","1","1","2","9","9","2","3","2","1","2","4","2","1","1","2","1","1","6, 9, 10","JEL"
"1","2",51.52,"3",20.00,3.00,2.00,"3","2",,,"1","3","1","4, 5","4","3","2","2","4","2","3","2","2","2","2","3","3","3","2","1","1","3","1","1","9","1","1","2",,"3","2","2","4, 5, 8","JUR"
"2","3",387.85,"2",20.00,3.00,3.00,"4","3",,,"1","3","1","4, 6","1","2","9","1","1","1","1","1","2","1","1","1","1","4","2","2","1","2","1","1","9","1","1","2",,"3","2","1","8","JUR"
"1","2",54.64,"2",20.00,3.00,3.00,"4","1","1","2","1, 2","1","1","3, 6","9","4","9","9","4","3","9","3","9","3","3","3","3","4","1","9","4","4","4","4","4","2","2","4","3","3","3","2","5, 6, 10","JUR"
"1","2",25.76,"4",20.00,1.00,1.00,"1","2",,,"1","2","1","4, 6","4","1","1","1","4","1","1","2","2","1","1","1","1","4","2","2","4","2","3","4","9","4","4","9",,"4","1","1","8, 10","JUR"
"1","2",72.86,"1",20.00,2.00,2.00,"2","2",,,"1","2","2","4, 6","1","2","9","2","4","4","2","4","9","2","2","2","2","4","2","3","4","4","3","3","3","4","2","2",,"4","3","2","10, 6, 8","JUR"
"1","1",659.69,"6",10.00,3.00,3.00,"3","4",,,"1","3","1","4, 6","2","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","9","3","1","2","2","2","2","2",,"2","1","1","99","JUR"
"2","2",24.02,"1",20.00,5.00,2.00,"3","1","1","1","1","3","3","1, 5","4","2","2","1","3","1","1","1","1","1","2","1","1","4","9","9","9","9","1","1","2","2","1","1","2","2","1","1","4, 10","JEL"
"2","2",20.96,"1",20.00,3.00,2.00,"3","4",,,"1","2","2","1, 6","2","2","2","1","2","2","1","1","1","1","1","1","2","4","3","4","4","2","2","2","4","2","2","3",,"2","2","2","8, 9, 10","JUR"
"2","2",24.20,"2",20.00,2.00,2.00,"2","1","2","1","1, 2","2","1","1, 6","9","3","9","1","3","1","1","1","9","2","2","2","2","9","1","9","4","9","1","1","9","3","1","9","1","2","1","1","5, 10","JUR"
"1","2",18.21,"4",20.00,1.00,1.00,"1","1","1","7","1","3","3","1, 5","9","3","2","2","3","2","2","1","2","2","2","3","1","2","9","9","4","4","3","2","9","4","2","9","1","2","2","2","5, 9, 10","JUR"
"2","2",46.86,"4",20.00,5.00,5.00,"4","1","1","9","2","3","1","1, 6","3","3","2","2","4","3","2","2","2","2","2","2","3","2","9","9","9","3","3","2","4","4","2","4","2","2","1","2","5, 10","JUR"
"1","2",63.10,"1",20.00,3.00,3.00,"4","1","1","2","1, 2","3","2","4, 6","2","9","2","2","2","2","2","3","9","1","2","2","1","9","2","9","3","2","1","2","2","2","2","2","2","3","3","2","99","JUR"
"2","2",41.92,"1",20.00,3.00,2.00,"3","4",,,"1","3","3","1, 4","3","2","1","1","2","1","1","2","1","1","1","2","1","3","1","1","2","2","1","1","2","2","1","2",,"2","1","1","4, 8","JUR"
"2","2",66.69,"1",30.00,3.00,3.00,"4","1","1","2","1","2","1","1, 6","1","3","2","2","3","1","1","1","1","1","1","2","1","9","9","9","9","2","1","1","1","1","1","1","1","2","2","2","5, 6, 9","JUR"
"2","2",167.68,"3",20.00,1.00,1.00,"1","1","1","4","1","2","2","4, 6","2","2","9","1","3","3","1","1","2","1","1","2","1","4","1","2","4","3","1","1","9","2","2","2","1","3","2","1","6, 8","JUR"
"1","1",90.72,"3",20.00,4.00,4.00,"4","1","1","5","1","3","1","1, 6","3","2","3","3","3","3","2","1","2","2","2","2","2","4","2","9","3","9","2","2","9","3","2","4","3","3","2","2","8, 10","JUR"
"2","2",31.44,"1",30.00,4.00,3.00,"3","4",,,"1","1","2","1, 6","2","2","2","1","2","2","1","2","2","1","2","2","1","4","2","2","4","2","1","1","3","2","1","4",,"4","1","1","6, 8, 9","JUR"
"2","3",247.11,"2",20.00,4.00,4.00,"4","3",,,"1","3","2","4, 6","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","4","1","1","1","2","2","1","1",,"2","1","1","99","JUR"
"2","3",20.22,"2",20.00,2.00,2.00,"4","1","1","9","2","3","1","5, 6","1","2","9","2","4","3","3","2","2","3","3","3","3","4","3","4","4","9","4","1","4","4","2","4","2","3","2","1","3, 10","JUR"
"1","1",60.85,"4",20.00,3.00,3.00,"4","4",,,"1","3","2","1, 5","3","2","2","1","2","1","1","2","2","1","1","2","1","2","1","1","3","2","1","1","2","1","1","2",,"2","1","1","10","JUR"
"2","2",33.97,"1",20.00,4.00,2.00,"3","1","1","4","1","3","2","1, 6","2","2","2","2","3","2","2","1","2","2","2","2","2","2","2","9","9","2","2","2","2","3","2","2","2","2","2","2","10","JEL"
"2","2",114.32,"3",20.00,3.00,3.00,"4","2",,,"1, 2","3","1","4, 6","3","4","3","2","2","3","3","3","2","2","2","3","1","4","2","9","4","4","2","1","3","2","2","3",,"4","3","2","5, 6, 8","JUR"
"1","2",97.75,"4",20.00,3.00,3.00,"4","4",,,"1","1","1","4, 6","2","1","9","9","1","1","1","1","9","4","2","3","1","4","9","9","4","2","2","2","2","2","2","2",,"4","3","1","2, 8, 9","JUR"
"2","2",29.64,"1",20.00,2.00,2.00,"2","1","1","2","1","3","2","1, 3","1","1","1","1","4","1","1","1","1","1","3","3","1","2","1","1","2","2","1","1","1","1","1","1","2","3","2","2","3, 10","JUR"
"1","2",21.03,"1",20.00,4.00,1.00,"3","1","1","2","1","3","1","1, 6","2","2","9","2","2","2","2","3","2","1","1","2","1","3","9","4","4","2","2","1","4","9","2","9","1","2","2","1","1, 7, 8","JUR"
"1","2",36.43,"4",20.00,2.00,1.00,"4","1","2","1","1","3","3","1, 6","9","4","2","2","4","4","1","1","4","1","1","1","2","9","1","1","4","2","2","2","2","2","2","2","1","1","1","1","99","JUR"
"2","3",12.38,"5",20.00,1.00,1.00,"1","3",,,"1","3","1","3, 6","3","2","9","9","2","2","1","2","9","1","1","1","1","9","1","1","3","9","2","1","9","2","1","9",,"2","2","1","99","JUR"
"2","2",51.34,"4",20.00,5.00,3.00,"4","1","1","5","1","2","2","3, 4","2","3","2","2","4","2","2","2","2","2","2","2","2","9","2","2","4","2","2","2","2","2","2","1","1","3","1","1","5, 8, 10","JUR"
"2","2",154.02,"1",20.00,3.00,2.00,"3","1","1","1","1","3","1","1, 6","9","1","1","1","4","2","2","4","3","1","1","3","1","9","1","1","4","9","1","1","4","2","2","2","1","1","1","1","9, 10","JUR"
"2","2",46.86,"3",20.00,5.00,5.00,"4","2",,,"1","2","2","1, 6","3","3","3","2","3","3","3","3","2","1","2","3","2","2","2","2","9","3","2","1","9","3","2","3",,"4","2","2","5, 8, 10","JUR"
"1","2",9.10,"2",20.00,4.00,1.00,"3","1","1","8","1","3","1","1, 2","9","4","1","1","4","3","9","1","1","2","2","3","1","4","4","9","4","1","1","1","4","4","9","9","1","1","1","1","3","JUR"
"1","2",51.52,"1",20.00,1.00,1.00,"1","1","2","1","1","1","1","1, 6","9","4","1","1","4","2","2","2","1","1","1","1","1","4","2","4","4","2","2","1","4","4","2","2","1","4","1","1","10, 8","JUR"
"2","2",29.64,"2",20.00,2.00,2.00,"2","1","1","3","1, 2","9","3","1, 4","4","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","2","2","1","2","1","3","2","1","4","JUR"
"1","3",139.01,"1",30.00,5.00,4.00,"3","1","1","3","1","3","2","1, 6","4","2","2","1","3","1","1","3","2","1","1","2","1","3","1","1","3","2","3","2","2","2","2","2","1","2","1","1","1, 10","JUR"
"2","3",342.87,"2",20.00,5.00,5.00,"4","3",,,"1","2","2","6, 7","2","2","9","2","2","2","2","2","1","2","2","1","1","4","9","9","4","9","1","1","9","1","1","9",,"2","2","2","8","JUR"
"1","2",120.83,"2",20.00,4.00,2.00,"3","1","2","1","1","3","3","1, 3","2","2","1","1","2","2","1","2","1","1","1","1","1","3","2","2","3","2","1","1","3","2","1","2","1","2","1","1","8, 10","JUR"
"1","2",63.10,"4",20.00,3.00,3.00,"4","3",,,"1, 2","3","2","1, 6","9","2","9","2","2","2","2","2","2","2","2","4","1","4","2","3","4","3","2","1","1","2","1","4",,"2","2","1","5, 8, 10","JUR"
"1","2",63.10,"4",20.00,3.00,3.00,"3","1","1","8","1","3","2","1, 6","3","3","1","2","4","2","3","1","9","2","4","4","1","4","9","9","4","9","2","2","2","2","2","3","2","4","3","1","8, 9, 10","JUR"
"2","1",556.53,"4",20.00,3.00,2.00,"3","4",,,"1","2","1","1, 4","2","2","2","2","3","3","2","2","2","2","2","2","2","2","2","3","3","2","1","1","3","2","2","2",,"2","2","3","10, 5, 9","JEL"
"2","2",52.40,"4",20.00,5.00,5.00,"4","1","1","9","1","2","1","4, 6","1","3","2","1","3","1","1","2","2","1","1","1","1","3","2","9","3","9","2","1","2","3","2","9","2","3","1","1","5, 7","JUR"
"2","2",44.46,"2",20.00,3.00,3.00,"3","1","1","1","1, 2","3","2","1, 6","4","2","2","3","3","1","1","4","2","1","3","2","2","4","1","1","4","2","1","1","2","2","1","2","2","2","2","1","3, 4, 8","JUR"
"2","3",77.05,"1",40.00,3.00,3.00,"4","3",,,"1, 2","3","3","4, 6","1","2","9","9","2","1","1","1","9","1","1","3","1","9","9","9","9","1","1","1","9","2","1","1",,"3","3","1","99","JEL"
"2","3",52.53,"1",30.00,5.00,3.00,"4","3",,,"1","3","2","4, 6","1","2","1","1","2","1","1","1","1","1","2","2","1","3","1","1","9","2","1","1","2","1","1","2",,"2","1","1","99","JUR"
"1","2",51.52,"1",50.00,2.00,2.00,"2","1","1","1","1","3","2","1, 6","9","2","2","2","2","2","1","2","2","1","1","2","1","3","1","1","3","4","3","2","4","1","1","3","2","4","2","2","10, 5, 8","JUR"
"2","2",29.64,"3",20.00,2.00,2.00,"2","1","1","9","1","2","3","1, 6","4","4","4","4","4","4","2","4","4","1","2","1","1","4","4","9","3","1","3","1","4","3","2","1","4","4","1","1","4, 5, 6, 7, 8, 9, 10","JUR"
"2","3",107.95,"3",20.00,1.00,1.00,"1","3",,,"1, 2","1","2","4, 6","2","2","2","2","3","2","2","2","9","1","1","1","2","9","2","9","9","2","2","2","9","2","2","2",,"4","1","1","9","JUR"
"2","2",31.44,"1",30.00,3.00,3.00,"4","1","1","3","1","2","1","1, 6","9","3","2","2","2","2","2","2","9","2","2","2","2","3","3","2","3","3","2","1","9","3","1","3","1","2","2","1","5, 6, 7","JUR"
"1","2",21.03,"4",20.00,1.00,1.00,"1","4",,,"1, 2","2","1","5, 6","9","3","9","9","2","9","9","3","9","1","1","2","2","4","9","9","9","9","1","1","2","4","2","3",,"2","2","1","99","JUR"
"1","2",20.76,"2",20.00,2.00,2.00,"2","1","1","8","1","3","1","1, 6","9","2","1","1","4","3","1","1","1","1","1","1","1","9","9","9","4","3","3","2","2","4","2","2","1","3","1","1","6, 8, 10","JEL"
"2","3",87.12,"2",20.00,3.00,3.00,"4","3",,,"1","3","2","1, 6","9","9","2","2","4","4","3","3","9","2","2","9","2","4","9","9","9","2","1","1","9","1","1","9",,"2","2","2","7, 8, 10","JUR"
"2","2",24.20,"1",30.00,4.00,2.00,"3","1","1","3","1, 2","3","1","1, 4","1","3","2","2","2","2","2","1","1","1","2","2","1","4","2","2","4","2","1","1","9","9","2","4","1","3","1","1","5, 8, 10","JUR"
"2","3",62.91,"3",20.00,4.00,3.00,"4","1","1","5","1, 2","3","2","4, 6","2","2","2","2","3","4","2","2","2","2","2","2","2","4","4","9","9","2","1","1","2","2","2","2","1","2","2","1","5, 8, 10","JEL"
"1","3",98.29,"1",30.00,2.00,2.00,"2","3",,,"1","3","2","1, 4","1","1","1","1","2","1","1","1","1","1","1","1","2","3","1","1","2","1","1","1","2","1","1","1",,"2","2","2","10","JUR"
"2","3",30.33,"1",20.00,3.00,3.00,"4","3",,,"1, 2","3","2","4, 6","1","9","9","1","4","2","1","2","9","1","2","2","1","4","9","1","4","9","1","1","9","9","1","1",,"2","1","1","2, 8, 10","JUR"
"2","2",41.92,"1",40.00,3.00,2.00,"4","1","2","1","1","3","2","1, 6","9","2","2","2","2","2","2","2","9","1","4","2","1","9","1","2","9","1","1","2","1","9","9","2","1","1","1","1","3, 7","JUR"
"2","3",30.33,"6",10.00,1.00,1.00,"1","3",,,"2","2","2","4, 6","2","2","9","9","2","2","2","2","9","2","2","2","2","9","9","9","9","9","3","3","9","3","3","9",,"3","2","2","99","JUR"
"1","2",203.65,"2",20.00,2.00,2.00,"2","1","1","8","1","3","2","1, 6","2","2","2","1","2","2","1","1","2","2","2","2","1","3","2","2","9","2","3","2","2","2","1","2","1","2","2","1","5, 10","JUR"
"2","2",59.28,"4",20.00,5.00,4.00,"4","1","1","9","1, 2","3","1","1, 4","2","3","2","3","2","2","2","2","2","1","1","2","2","4","1","2","9","9","1","1","3","4","2","9","2","2","1","1","8","JUR"
"1","2",51.52,"2",20.00,2.00,2.00,"2","1","2","1","1, 2","3","2","1, 5","2","2","1","1","2","1","1","1","1","1","1","2","1","4","1","1","4","2","2","1","2","1","1","2","1","2","1","1","99","JUR"
"1","2",13.76,"1",20.00,1.00,1.00,"1","1","1","5","1","3","3","3, 4","1","1","1","1","2","1","1","1","9","1","1","1","1","9","1","2","2","9","1","1","9","3","3","9","2","2","1","1","10","JUR"
"1","2",399.52,"4",20.00,4.00,4.00,"4","1","1","9","1, 2","2","2","4, 6","2","3","2","2","4","4","2","1","2","2","2","2","2","3","3","3","3","2","2","2","2","4","4","9","4","4","2","3","8, 9, 10","JEL"
"2","3",21.44,"1",60.00,3.00,3.00,"4","1","1","2","1, 2","1","2","1, 4","2","2","9","1","4","3","3","4","1","9","1","3","1","2","1","9","4","9","2","2","9","9","9","4","2","3","1","1","8, 10","JUR"
"2","2",24.20,"1",20.00,2.00,2.00,"4","1","1","2","1, 2","1","2","1, 4","1","3","2","2","4","2","1","2","9","1","1","2","3","3","1","9","3","3","2","1","3","4","4","9","2","3","9","2","10, 5, 6","JUR"
"1","2",36.43,"1",20.00,1.00,1.00,"1","1","1","5","1","3","9","1, 6","3","3","2","1","2","2","2","2","2","1","2","2","2","3","1","1","2","2","1","1","9","2","2","2","2","2","2","2","4, 5, 8","JUR"
"2","2",29.64,"4",20.00,4.00,2.00,"3","1","1","2","1","3","1","1, 3","2","9","1","1","4","3","1","1","1","1","1","1","1","9","1","9","4","1","4","4","2","4","4","2","1","1","1","1","10","JUR"
"2","2",31.68,"3",20.00,5.00,4.00,"4","1","1","7","1","3","1","4, 6","2","2","2","2","4","3","2","3","2","1","1","2","2","4","2","2","4","3","2","1","9","2","1","9","1","2","2","1","10","JUR"
"2","2",44.46,"3",20.00,5.00,3.00,"4","4",,,"1","3","3","1, 4","2","3","2","3","4","3","2","4","3","2","1","2","2","4","1","2","3","3","2","2","3","3","2","2",,"4","2","1","8, 9, 10","JUR"
"2","2",29.64,"1",20.00,2.00,2.00,"2","1","1","2","1, 2","3","2","1, 3","3","2","2","2","4","3","2","2","2","2","2","2","1","3","1","1","3","9","2","2","2","2","2","9","1","3","2","2","8, 10","JUR"
"2","2",36.30,"2",20.00,3.00,3.00,"4","3",,,"1","3","2","1, 4","2","3","2","1","2","2","1","2","2","1","2","2","1","3","1","1","3","3","2","2","3","3","2","3",,"2","1","1","3","JUR"
"2","3",718.43,"9",,3.00,3.00,"4","3",,,"3","1","1","4, 6","1","1","9","9","9","1","1","1","1","1","1","1","1","4","9","9","4","2","1","1","1","1","1","1",,"4","2","2","6, 8, 9","JUR"
"2","2",10.48,"1",20.00,2.00,1.00,"4","1","1","2","1","2","2","1, 5","2","2","2","2","2","2","2","2","2","1","2","2","1","9","9","9","3","2","1","1","9","2","2","9","2","2","2","2","10","JUR"
"2","2",48.04,"2",20.00,4.00,4.00,"4","2",,,"1, 2","3","2","1, 4","4","3","2","2","2","2","1","1","2","1","2","2","2","4","9","9","9","1","2","3","1","4","3","1",,"3","2","1","4, 8, 10","JEL"
"1","2",84.13,"1",20.00,4.00,4.00,"3","1","2","2","1","3","2","1, 3","2","3","3","2","2","2","3","2","9","1","2","3","2","3","1","3","4","3","2","1","1","2","1","2","2","3","3","1","4, 5","JUR"
"2","2",37.49,"1",30.00,4.00,4.00,"4","1","1","2","1","3","1","4, 6","1","1","1","1","3","2","1","1","1","1","1","3","1","2","1","2","3","9","1","1","2","3","2","3","1","2","1","1","8, 9, 10","JUR"
"2","3",8.75,"1",30.00,1.00,1.00,"1","3",,,"1","3","3","4, 6","1","2","9","1","1","1","1","1","9","1","1","1","1","9","1","1","4","9","1","1","9","1","1","1",,"2","1","1","99","JUR"
"2","3",110.75,"2",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1",,"4","1","1","5","JUR"
"2","2",36.30,"1",20.00,5.00,3.00,"4","4",,,"1","3","3","1, 6","2","2","3","2","2","2","2","2","2","2","2","2","1","3","3","9","9","2","2","1","9","2","2","2",,"3","2","2","5, 7, 8","JUR"
"2","2",24.20,"2",20.00,2.00,2.00,"2","1","1","5","1","3","2","3, 6","2","2","9","9","3","3","2","1","9","2","2","2","2","4","9","9","4","4","3","1","9","4","3","4","1","3","1","1","8, 9, 10","JUR"
"2","1",66.20,"1",20.00,3.00,3.00,"4","4",,,"1","3","1","4, 6","9","1","2","2","2","2","2","2","2","2","1","2","2","4","2","2","4","2","2","2","9","2","2","2",,"2","1","3","8, 10","JEL"
"2","2",136.91,"4",20.00,2.00,2.00,"2","4",,,"1","2","2","3, 4","2","9","2","2","2","2","3","1","9","2","2","3","3","9","1","2","4","4","3","4","9","3","4","4",,"4","1","3","99","JUR"
"2","3",12.38,"4",20.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","2","1","2","1","2","1","1","2","9","1","1","1","1","3","1","2","4","3","2","1","2","3","2","4",,"2","1","1","99","JUR"
"2","3",17.51,"1",20.00,2.00,2.00,"4","1","1","2","1, 2","2","2","1, 6","3","2","2","1","4","3","3","2","2","1","1","3","1","3","1","9","2","3","2","2","9","3","2","4","1","3","2","1","4, 8, 10","JUR"
"2","2",20.80,"3",20.00,4.00,3.00,"3","1","1","1","1","3","2","1, 6","9","4","2","3","3","3","1","1","4","1","1","2","1","3","9","9","9","3","3","4","3","4","3","3","1","3","1","1","5, 7, 10","JEL"
"2","3",149.62,"2",40.00,1.00,1.00,"1","3",,,"1","1","2","4, 6","2","2","9","2","3","2","9","1","9","2","1","2","2","3","2","3","3","2","1","2","1","1","1","2",,"4","4","2","5, 6, 8","JUR"
"1","2",246.35,"2",30.00,3.00,3.00,"2","1","1","8","1","3","1","1, 6","2","4","9","9","2","3","2","1","9","2","2","1","1","9","9","9","9","9","2","2","3","3","3","3","1","2","1","1","5","JEL"
"1","2",63.43,"3",20.00,4.00,4.00,"3","2",,,"1","2","1","4, 5","4","2","9","3","2","3","2","1","9","2","1","2","2","4","9","9","4","2","2","2","2","9","2","4",,"4","2","2","5, 8, 10","JEL"
"2","2",37.49,"4",20.00,4.00,4.00,"4","1","2","5","1, 2","3","1","4, 6","2","3","2","3","2","2","2","2","2","2","2","2","1","2","1","9","4","2","2","2","9","3","3","4","3","3","3","2","10, 5, 6","JUR"
"2","2",20.96,"9",30.00,1.00,1.00,"1","1","1","1","1","3","2","1, 7","9","9","9","3","4","4","2","2","9","1","4","2","2","9","3","4","9","1","1","1","4","2","2","4","1","1","1","2","3, 6, 10","JUR"
"1","2",51.52,"9",,4.00,2.00,"3","2",,,"1","3","2","1, 6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",,"1","1","1","99","JUR"
"2","2",33.97,"4",20.00,2.00,2.00,"2","4",,,"1, 2","3","2","1, 6","4","2","2","2","4","2","1","2","2","3","3","2","1","4","4","4","3","2","3","2","9","2","2","2",,"4","2","2","2, 8, 10","JEL"
"1","2",47.57,"1",20.00,3.00,3.00,"3","1","1","7","1","3","2","1, 6","2","2","2","2","3","3","2","2","2","2","2","2","1","3","3","3","2","2","2","2","9","2","2","2","1","1","1","1","8, 10","JEL"
"1","2",63.10,"1",40.00,3.00,3.00,"3","1","2","1","1, 2","3","2","1, 6","3","2","3","2","2","3","2","3","3","2","2","2","1","4","2","3","4","3","2","1","4","2","1","4","2","2","1","1","1, 4, 7","JUR"
"2","3",105.07,"1",30.00,3.00,2.00,"4","3",,,"1, 2","3","2","4, 6","1","2","2","1","2","1","1","2","2","1","1","2","2","4","3","9","4","9","1","1","2","3","3","9",,"3","2","1","99","JUR"
"2","3",78.31,"3",20.00,2.00,2.00,"2","3",,,"1, 2","3","1","4, 6","2","2","2","2","3","3","1","1","2","2","2","2","1","9","9","9","9","9","2","2","2","2","1","9",,"2","2","1","10","JUR"
"1","1",527.78,"5",20.00,3.00,3.00,"4","4",,,"1","3","1","4, 6","3","2","1","1","3","2","2","1","1","2","2","2","1","2","2","2","9","2","1","1","9","9","9","9",,"9","1","3","4, 10","JEL"
"2","2",33.14,"1",40.00,1.00,1.00,"1","1","1","2","1, 2","2","2","4, 6","2","2","2","1","2","3","2","3","3","1","3","2","1","3","1","4","3","2","2","1","4","2","2","2","2","3","2","1","6, 10","JUR"
"2","3",171.58,"4",20.00,2.00,2.00,"2","3",,,"1","2","2","4, 5","2","2","9","1","2","2","1","2","9","1","1","2","1","9","1","9","2","2","1","2","4","2","2","3",,"3","2","1","6, 8","JUR"
"1","3",85.12,"4",20.00,3.00,3.00,"4","1","1","9","1","3","2","4, 6","1","2","9","1","2","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","9","3","2","9","2","2","1","1","99","JUR"
"1","2",13.76,"4",20.00,1.00,1.00,"1","1","1","5","1","3","3","1, 6","3","3","9","9","2","1","1","1","1","1","1","1","1","4","2","9","9","9","2","2","2","4","2","9","1","2","1","1","7, 8","JUR"
"2","3",7.83,"4",20.00,1.00,1.00,"1","3",,,"2","3","2","4, 6","2","4","9","9","4","2","2","2","2","2","2","3","1","4","9","9","9","9","4","3","9","9","3","4",,"4","4","2","1, 5, 8","JUR"
"2","3",35.02,"1",40.00,2.00,2.00,"4","3",,,"1, 2","3","2","4, 6","1","3","9","9","2","2","1","1","9","1","1","1","1","4","2","2","9","9","3","3","9","3","2","9",,"3","2","1","99","JUR"
"2","2",41.92,"1",20.00,3.00,2.00,"3","1","1","3","1","3","2","1, 6","2","2","2","1","4","3","2","1","1","2","3","2","1","3","9","9","4","2","2","1","2","2","1","3","1","2","2","2","10","JUR"
"2","2",77.84,"2",20.00,1.00,1.00,"1","4",,,"1","1","2","3, 4","2","2","2","2","3","1","1","1","1","2","2","1","3","9","2","3","4","4","1","1","9","1","2","3",,"4","3","3","6, 8","JEL"
"2","2",66.54,"4",20.00,5.00,5.00,"4","2",,,"1","3","3","1, 4","2","2","3","2","2","2","2","3","3","1","2","2","2","4","2","2","3","2","1","1","1","1","1","2",,"3","2","1","4, 5, 8","JUR"
"2","1",71.45,"2",20.00,3.00,3.00,"4","4",,,"1","3","1","3, 4","3","2","2","1","2","3","1","1","4","1","2","2","1","4","2","2","4","4","3","2","3","4","2","4",,"3","1","1","4, 6, 7, 8","JUR"
"1","2",130.22,"2",20.00,2.00,2.00,"2","1","1","7","1","3","2","1, 6","1","2","1","1","2","1","1","1","1","2","2","2","1","3","1","1","9","2","2","2","2","2","2","2","2","2","1","1","99","JUR"
"1","2",42.06,"1",20.00,2.00,2.00,"2","1","1","2","1","3","2","1, 6","1","1","1","1","1","1","1","3","4","1","1","1","1","9","9","1","9","9","1","1","1","1","1","4","1","1","1","1","7","JUR"
"2","2",41.92,"1",30.00,2.00,2.00,"2","1","1","2","1","3","3","1, 6","3","2","2","1","3","2","1","3","2","1","1","2","1","3","1","1","9","2","1","1","2","2","2","2","1","2","1","1","99","JUR"
